,type,elevation_ft,continent,Longitude
40642,small_airport,340.0,NA,-89.66670227050781
40643,heliport,880.0,NA,-84.55079650878906
40644,small_airport,1000.0,NA,-83.77459716796875
40645,small_airport,790.0,NA,-87.506103515625
40646,heliport,760.0,NA,-87.4636001586914
40647,small_airport,385.0,NA,-87.3218994140625
40648,small_airport,1080.0,NA,-85.9625015258789
40649,heliport,493.0,NA,-90.01840209960938
40650,heliport,400.0,NA,-89.35260009765625
40651,heliport,238.0,NA,-90.04450225830078
40652,heliport,650.0,NA,-90.0542984008789
40653,small_airport,1000.0,NA,-84.51000213623047
40654,heliport,1140.0,NA,-85.50830078125
40655,heliport,904.0,NA,-84.31310272216797
40656,heliport,590.0,NA,-86.75830078125
40657,heliport,497.0,NA,-86.842928
40658,heliport,602.0,NA,-86.80280303955078
40659,small_airport,350.0,NA,-89.55120086669922
40660,small_airport,392.0,NA,-89.02230072021484
40661,small_airport,1125.0,NA,-86.26689910888672
40662,small_airport,1080.0,NA,-86.23670196533203
40663,heliport,1080.0,NA,-84.12969970703125
40664,small_airport,809.0,NA,-84.76529693603516
40665,heliport,750.0,NA,-85.51940155029297
40666,small_airport,215.0,NA,-90.11399841308594
40667,small_airport,1350.0,NA,-84.01219940185547
40668,heliport,600.0,NA,-85.50050354
40669,heliport,570.0,NA,-88.30280303955078
40670,small_airport,289.0,NA,-89.74120330810547
40671,small_airport,401.0,NA,-88.65370178222656
40672,heliport,1086.0,NA,-83.9906997680664
40673,small_airport,676.0,NA,-85.65080261230469
40674,small_airport,545.0,NA,-86.97640228271484
40675,small_airport,1050.0,NA,-86.08110046386719
40676,small_airport,590.0,NA,-87.44830322265625
40677,heliport,900.0,NA,-84.11239624023438
40678,heliport,650.0,NA,-86.65470123291016
40679,small_airport,1960.0,NA,-85.11389923095703
40680,heliport,1581.0,NA,-82.29360198970001
40681,small_airport,330.0,NA,-89.65650177001953
40682,heliport,920.0,NA,-84.02490234375
40683,heliport,650.0,NA,-87.86199951171875
40684,heliport,300.0,NA,-89.86840057373047
40685,small_airport,1925.0,NA,-82.3915023804
40686,small_airport,1000.0,NA,-84.53279876708984
40687,small_airport,750.0,NA,-86.48529815670001
40688,small_airport,1000.0,NA,-85.04720306396484
40689,small_airport,900.0,NA,-86.12860107421875
40690,small_airport,805.0,NA,-86.54669952392578
40691,heliport,285.0,NA,-89.80719757080078
40692,small_airport,365.0,NA,-89.70259857177734
40693,small_airport,1000.0,NA,-84.34159851074219
40694,small_airport,1080.0,NA,-83.48179626464844
40695,small_airport,770.0,NA,-86.95939636230469
40696,small_airport,900.0,NA,-84.31939697265625
40697,heliport,698.0,NA,-85.0166015625
40698,heliport,432.0,NA,-88.2958984375
40699,small_airport,622.0,NA,-87.15070343
40700,heliport,695.0,NA,-85.08799743652344
40701,small_airport,400.0,NA,-86.95970153808594
40702,small_airport,1260.0,NA,-85.42639923095703
40703,small_airport,770.0,NA,-86.8135986328125
40704,small_airport,770.0,NA,-86.2750015258789
40705,heliport,525.0,NA,-86.67919921880001
40706,small_airport,1800.0,NA,-85.39720153808594
40707,small_airport,1030.0,NA,-83.9988021850586
40708,heliport,1100.0,NA,-85.47810363769531
40709,small_airport,700.0,NA,-85.452698
40710,heliport,710.0,NA,-85.26499938964844
40711,heliport,1745.0,NA,-82.3855972290039
40712,heliport,408.0,NA,-86.80829620361328
40713,small_airport,1020.0,NA,-84.07440185546875
40714,heliport,1600.0,NA,-82.3832015991
40715,small_airport,675.0,NA,-86.3582992553711
40716,small_airport,740.0,NA,-86.612197876
40717,small_airport,830.0,NA,-83.95770263671875
40718,small_airport,1265.0,NA,-82.7605972290039
40719,medium_airport,60.0,A,-70.015198
40720,medium_airport,20.0,A,-68.26850128173828
40721,medium_airport,29.0,A,-68.959801
40722,medium_airport,129.0,A,-62.979400634765625
40723,seaplane_base,13.0,A,-63.1088981628
40724,small_airport,60.0,A,-63.220001220703125
40725,medium_airport,1234.0,SA,-77.583333
40726,small_airport,130.0,OC,155.063
40727,seaplane_base,712.1670117322291,A,-64.583333
40728,small_airport,280.0,NA,-154.325863
40729,small_airport,870.0,AF,-8.873
40730,medium_airport,127.0,A,-63.055099
40731,medium_airport,550.0,A,-62.19329833984375
40732,small_airport,490.0,NA,-97.18080139160156
40733,small_airport,780.0,NA,-97.65029907226562
40734,small_airport,1200.0,NA,-98.23059844970705
40735,small_airport,914.0,NA,-97.73780059814452
40736,small_airport,1774.0,NA,-100.97799682617188
40737,heliport,517.0,NA,-96.7750015258789
40738,small_airport,152.0,NA,-95.68560028076172
40739,small_airport,74.0,NA,-96.500298
40740,heliport,20.0,NA,-94.12570190429688
40741,heliport,25.0,NA,-94.13099670410156
40742,small_airport,531.0,NA,-95.93000030517578
40743,heliport,53.0,NA,-96.02880096435548
40744,small_airport,1275.0,NA,-98.48799896240234
40745,small_airport,4400.0,NA,-104.262001
40746,heliport,35.0,NA,-95.27850341796876
40747,heliport,105.0,NA,-95.50080108642578
40748,small_airport,873.0,NA,-98.47859954833984
40749,heliport,80.0,NA,-95.40129852294922
40750,small_airport,1365.0,NA,-99.1937026977539
40751,small_airport,2366.0,NA,-101.114833
40752,heliport,540.0,NA,-97.906401
40753,heliport,79.0,NA,-95.54740142822266
40754,heliport,566.0,NA,-95.41799926757812
40755,small_airport,220.0,NA,-96.59140015
40756,heliport,690.0,NA,-97.14749908447266
40757,small_airport,790.0,NA,-97.2969970703
40758,heliport,1226.0,NA,-99.31620025634766
40759,heliport,99.0,NA,-95.46160125732422
40760,heliport,280.0,NA,-94.05549621582033
40761,heliport,83.0,NA,-95.41739654541016
40762,heliport,90.0,NA,-95.6085968017578
40763,small_airport,80.0,NA,-94.97810363769533
40764,small_airport,2110.0,NA,-99.14080047607422
40765,heliport,115.0,NA,-95.65550231933594
40766,heliport,55.0,NA,-95.4021987915039
40767,small_airport,3285.0,NA,-101.41200256347656
40768,small_airport,770.0,NA,-96.76390075683594
40769,heliport,57.0,NA,-96.06690216064452
40770,heliport,18.0,NA,-96.21410369873048
40771,small_airport,130.0,NA,-96.02330017089844
40772,heliport,55.0,NA,-95.33300018310548
40773,heliport,5.0,NA,-93.9384994506836
40774,small_airport,1130.0,NA,-98.0119
40775,heliport,9.0,NA,-93.8595962524414
40776,heliport,65.0,NA,-94.50599670410156
40777,small_airport,15.0,NA,-94.99829864501952
40778,small_airport,345.0,NA,-94.45939636230467
40779,heliport,182.0,NA,-95.62139892578124
40780,heliport,3725.0,NA,-106.470681
40781,small_airport,535.0,NA,-95.43440246582033
40782,small_airport,850.0,NA,-98.30449676513672
40783,heliport,595.0,NA,-97.24420166015624
40784,small_airport,900.0,NA,-97.62110137939452
40785,heliport,622.0,NA,-97.0925979614
40786,heliport,3800.0,NA,-106.41699981689452
40787,heliport,567.0,NA,-96.65859985351562
40788,small_airport,585.0,NA,-97.64219665527344
40789,small_airport,1987.0,NA,-100.51799774169922
40790,small_airport,655.0,NA,-96.56420135498048
40791,heliport,440.0,NA,-96.560302734375
40792,small_airport,1974.0,NA,-100.61299896240234
40793,heliport,3225.0,NA,-101.890233
40794,small_airport,860.0,NA,-98.2780990600586
40795,heliport,35.0,NA,-97.67050170898438
40796,small_airport,576.0,NA,-98.66200256347656
40797,small_airport,780.0,NA,-96.94390106201172
40798,heliport,385.0,NA,-96.115811
40799,small_airport,755.0,NA,-97.48780059814452
40800,small_airport,810.0,NA,-97.29450225830078
40801,small_airport,2700.0,NA,-102.15899658203124
40802,small_airport,1460.0,NA,-98.5947036743164
40803,heliport,87.0,NA,-95.46109771728516
40804,small_airport,2804.0,NA,-100.46900177001952
40805,heliport,774.0,NA,-95.36160278320312
40806,heliport,56.0,NA,-95.40689849853516
40807,small_airport,802.0,NA,-96.7039031982422
40808,heliport,70.0,NA,-95.56410217285156
40809,small_airport,328.0,NA,-96.07939910888672
40810,heliport,20.0,NA,-95.20099639892578
40811,small_airport,925.0,NA,-97.80870056152344
40812,small_airport,49.0,NA,-95.43190002441406
40813,heliport,11.0,NA,-93.86409759521484
40814,small_airport,710.0,NA,-97.42669677734376
40815,heliport,29.0,NA,-95.32775
40816,small_airport,20.0,NA,-97.30079650878906
40817,small_airport,128.0,NA,-96.32520294189452
40818,heliport,60.0,NA,-97.54029846191406
40819,small_airport,1549.0,NA,-143.335998535
40820,small_airport,500.0,OC,146.3554
40821,small_airport,75.0,A,-61.439701
40822,small_airport,360.0,NA,-96.729444
40823,small_airport,34.0,OC,145.7689971923828
40824,heliport,60.0,OC,145.783004761
40825,heliport,250.0,OC,145.723999023
40826,small_airport,451.0,NA,-98.255124
40827,heliport,1706.0,NA,-99.701853
40828,small_airport,1470.0,NA,-99.9477778
40829,small_airport,227.0,NA,-95.834851
40830,small_airport,524.0,NA,-96.410472
40831,small_airport,592.0,NA,-98.145277
40832,medium_airport,38.0,A,-60.83219909667969
40833,medium_airport,58.0,A,-61.33720016479492
40834,small_airport,5.0,A,-78.5757
40835,small_airport,4700.0,AF,35.5184
40836,small_airport,9.0,A,-64.32969665527344
40837,medium_airport,15.0,A,-64.54299926757812
40838,small_airport,9.0,A,-64.42749786376953
40839,medium_airport,136.0,A,-61.149945
40840,small_airport,10.0,AS,116.721001
40841,medium_airport,1059.3295871559633,AS,120.28099822998048
40842,small_airport,1349.81139720298,AS,121.58989715576172
40843,small_airport,1349.81139720298,AS,120.410156
40844,heliport,1199.3771003119025,AS,120.68327
40845,heliport,1199.3771003119025,AS,121.556379
40846,heliport,1199.3771003119025,AS,121.453541
40847,heliport,1199.3771003119025,AS,120.96203
40848,heliport,1199.3771003119025,AS,121.611904
40849,heliport,1199.3771003119025,AS,121.223271
40850,heliport,1199.3771003119025,AS,120.339912
40851,heliport,1199.3771003119025,AS,120.322024
40852,heliport,1199.3771003119025,AS,121.460736
40853,heliport,1199.3771003119025,AS,121.421446
40854,heliport,1199.3771003119025,AS,121.594626
40855,heliport,1199.3771003119025,AS,120.946488
40856,heliport,1199.3771003119025,AS,121.493431
40857,heliport,1199.3771003119025,AS,118.444118
40858,heliport,1199.3771003119025,AS,120.60313
40859,heliport,1199.3771003119025,AS,121.564598
40860,heliport,1199.3771003119025,AS,121.508931
40861,heliport,1199.3771003119025,AS,121.56907
40862,heliport,1199.3771003119025,AS,121.562527
40863,heliport,1199.3771003119025,AS,121.561098
40864,heliport,1199.3771003119025,AS,121.51986
40865,heliport,1199.3771003119025,AS,121.2339
40866,heliport,1199.3771003119025,AS,120.542598
40867,heliport,1199.3771003119025,AS,121.560851
40868,small_airport,1349.81139720298,AS,121.000736
40869,heliport,1199.3771003119025,AS,121.000269
40870,small_airport,63.0,AS,119.417999268
40871,seaplane_base,712.1670117322291,NA,-118.508611111
40872,small_airport,1822.0,NA,-99.62000274658205
40873,small_airport,3234.0,NA,-101.91000366210938
40874,small_airport,1780.0,NA,-99.61289978027344
40875,small_airport,716.0,NA,-97.06690216064452
40876,small_airport,285.0,NA,-96.5268611
40877,small_airport,500.0,NA,-97.625298
40878,heliport,675.0,NA,-97.14080047607422
40879,small_airport,1820.0,NA,-101.23400115966795
40880,heliport,560.0,NA,-97.08509826660156
40881,small_airport,617.0,NA,-98.012778
40882,heliport,10.0,NA,-97.57330322265624
40883,small_airport,1765.0,NA,-99.15869903564452
40884,small_airport,705.0,NA,-96.6085968017578
40885,small_airport,2772.0,NA,-101.030139
40886,heliport,1008.0,NA,-98.5333023071289
40887,small_airport,1060.0,NA,-97.61280059814452
40888,heliport,450.0,NA,-95.846192
40889,heliport,480.0,NA,-96.97229766845705
40890,small_airport,400.0,NA,-94.9072036743164
40891,small_airport,1670.0,NA,-99.87789916992188
40892,small_airport,1165.0,NA,-98.54759979248048
40893,small_airport,670.0,NA,-97.15499877929688
40894,small_airport,1150.0,NA,-97.9458999633789
40895,small_airport,510.0,NA,-95.08360290527344
40896,small_airport,391.0,NA,-95.95110321044922
40897,heliport,670.0,NA,-97.760414
40898,heliport,140.0,NA,-95.86380004882812
40899,small_airport,490.0,NA,-96.70439910888672
40900,heliport,552.0,NA,-97.12529754638672
40901,small_airport,2505.0,NA,-101.56400299072266
40902,small_airport,765.0,NA,-97.24330139160156
40903,small_airport,860.0,NA,-97.30860137939452
40904,small_airport,980.0,NA,-97.9843063354
40905,small_airport,345.0,NA,-94.81410217285156
40906,small_airport,1190.0,NA,-99.04199981689452
40907,small_airport,850.0,NA,-97.7686004638672
40908,small_airport,2705.0,NA,-100.34300231933594
40909,small_airport,650.0,NA,-97.25060272216795
40910,small_airport,450.0,NA,-95.65579986572266
40911,small_airport,1340.0,NA,-98.3647003173828
40912,small_airport,175.0,NA,-96.0394439697
40913,small_airport,445.0,NA,-96.00270080566406
40914,heliport,3905.0,NA,-106.47899627685548
40915,small_airport,260.0,NA,-97.12940216064452
40916,small_airport,835.0,NA,-97.38719940185548
40917,small_airport,547.0,NA,-96.2238464355
40918,small_airport,880.0,NA,-97.718889
40919,small_airport,250.0,NA,-95.86000061035156
40920,heliport,675.0,NA,-97.16470336914062
40921,small_airport,405.0,NA,-96.32939910888672
40922,small_airport,917.0,NA,-97.7739028930664
40923,heliport,659.0,NA,-96.85810089111328
40924,heliport,550.0,NA,-96.79830169677734
40925,small_airport,680.0,NA,-98.70249938964844
40926,heliport,4.0,NA,-97.1635971069336
40927,heliport,670.0,NA,-97.18329620361328
40928,heliport,720.0,NA,-96.14749908447266
40929,heliport,564.0,NA,-96.752197265625
40930,small_airport,405.0,NA,-95.43910217285156
40931,heliport,3320.0,NA,-102.26799774169922
40932,small_airport,1020.0,NA,-97.5272979736328
40933,heliport,645.0,NA,-97.28829956054688
40934,small_airport,28.0,NA,-95.07849884033205
40935,small_airport,900.0,NA,-97.302498
40936,small_airport,620.0,NA,-96.27660369873048
40937,heliport,657.0,NA,-98.545017
40938,small_airport,280.0,NA,-96.2182388306
40939,small_airport,830.0,NA,-97.27529907226562
40940,small_airport,455.0,NA,-96.54080200195312
40941,small_airport,755.0,NA,-97.23190307617188
40942,small_airport,277.0,NA,-99.0488891602
40943,heliport,765.0,NA,-96.78890228271484
40944,small_airport,775.0,NA,-97.03810119628906
40945,small_airport,620.0,NA,-97.380898
40946,heliport,547.0,NA,-97.34500122070312
40947,heliport,550.0,NA,-96.56690216064452
40948,heliport,538.0,NA,-97.3249969482422
40949,heliport,181.0,NA,-95.3988037109375
40950,heliport,420.0,NA,-98.52449798583984
40951,heliport,477.0,NA,-96.84919738769533
40952,small_airport,450.0,NA,-96.5969009399414
40953,small_airport,850.0,NA,-97.66940307617188
40954,small_airport,900.0,NA,-97.83360290527344
40955,small_airport,880.0,NA,-97.276703
40956,small_airport,1010.0,NA,-97.5322036743164
40957,small_airport,825.0,NA,-97.25700378417967
40958,small_airport,1160.0,NA,-97.79640197753906
40959,small_airport,4085.0,NA,-102.98699951171876
40960,medium_airport,12.0,A,-64.67870330810547
40961,small_airport,110.0,NA,-151.13800048828
40962,small_airport,1349.81139720298,AF,36.120142
40963,small_airport,755.0,AF,45.015643
40964,small_airport,5017.0,NA,-112.80899810791016
40965,small_airport,5123.0,NA,-112.225997925
40966,small_airport,5726.0,NA,-115.273002625
40967,small_airport,5073.0,NA,-113.05899810791016
40968,small_airport,5034.0,NA,-113.22699737548828
40969,small_airport,5435.0,NA,-111.86699676513672
40970,small_airport,6596.0,NA,-111.35099792480467
40971,small_airport,3626.0,NA,-114.73500061
40972,small_airport,5743.0,NA,-115.3219985961914
40973,small_airport,6893.0,NA,-114.11000061035156
40974,small_airport,4783.0,NA,-113.93399810791016
40975,small_airport,5500.0,NA,-114.822998047
40976,small_airport,4787.0,NA,-116.56300354003906
40977,small_airport,4860.0,NA,-116.09123992919922
40978,small_airport,5058.0,NA,-114.7969970703125
40979,small_airport,7160.0,NA,-114.79622
40980,small_airport,3177.0,NA,-115.93199920654295
40981,small_airport,5134.0,NA,-115.88400268554688
40982,small_airport,6180.0,NA,-113.60199737548828
40983,small_airport,4844.0,NA,-114.3949966430664
40984,small_airport,4172.0,NA,-114.135557
40985,small_airport,4930.0,NA,-113.0469970703125
40986,small_airport,3920.0,NA,-115.850997925
40987,small_airport,4427.0,NA,-113.73400115966795
40988,small_airport,1349.81139720298,EU,29.4291915
40989,small_airport,1349.81139720298,EU,29.264402
40990,small_airport,1349.81139720298,EU,29.071036
40991,small_airport,1349.81139720298,EU,28.7814208
40992,small_airport,1349.81139720298,EU,28.8603972
40993,small_airport,1349.81139720298,EU,28.8630634
40994,small_airport,1349.81139720298,EU,25.14064
40995,small_airport,1349.81139720298,EU,24.6185553
40996,small_airport,1349.81139720298,EU,30.0537175
40997,small_airport,1349.81139720298,EU,26.1161932
40998,small_airport,1349.81139720298,EU,28.4366135
40999,small_airport,1349.81139720298,EU,36.7356542
41000,medium_airport,3517.0,AS,70.83784
41001,small_airport,709.0,AS,67.97100067138672
41002,small_airport,2130.0,AS,72.726402
41003,small_airport,2296.0,AS,69.57540130615234
41004,seaplane_base,2234.0,AS,77.04049682617188
41005,medium_airport,1446.0,AS,75.00499725341797
41006,small_airport,2313.0,AS,76.88369750976562
41007,small_airport,1349.81139720298,AS,73.602004
41008,small_airport,1349.81139720298,AS,75.33263
41009,seaplane_base,1165.0,AS,71.46690368652344
41010,medium_airport,900.0,AS,69.594597
41011,medium_airport,453.0,AS,69.18389892578125
41012,small_airport,1060.0,AS,71.8523
41013,medium_airport,2184.0,AS,71.30359649658203
41014,small_airport,4250.0,OC,144.664722222
41015,small_airport,5420.0,AS,77.05670166019999
41016,small_airport,4625.0,AS,69.5688199997
41017,medium_airport,5425.0,AS,76.713046
41018,seaplane_base,2058.0,AS,74.4776000977
41019,medium_airport,2927.0,AS,72.793296814
41020,small_airport,5590.0,AS,78.4077987671
41021,medium_airport,2549.0,AS,74.84649658203125
41022,small_airport,4298.0,AS,74.044418335
41023,medium_airport,1385.0,AS,69.47889709472656
41024,medium_airport,1250.0,AS,67.733299
41025,seaplane_base,1765.0,AS,73.33439636230469
41026,medium_airport,328.0,AS,63.25
41027,small_airport,433.0,AS,65.592499
41028,medium_airport,125.0,AS,51.54309844970703
41029,medium_airport,2119.0,AS,80.45279693603516
41030,medium_airport,621.0,AS,75.21499633789062
41031,small_airport,1877.0,AS,84.887675
41032,medium_airport,939.0,AS,82.49420166015625
41033,medium_airport,410.0,AS,77.07389831542969
41034,medium_airport,761.0,AS,80.234398
41035,small_airport,223.0,AS,61.617000579833984
41036,medium_airport,73.0,AS,51.091999
41037,medium_airport,-72.0,AS,51.8213996887207
41038,medium_airport,1059.3295871559633,AS,59.619998931884766
41039,medium_airport,738.0,AS,57.206699
41040,small_airport,1266.0,AS,66.95279693603516
41041,small_airport,445.0,AS,63.4703
41042,medium_airport,595.0,AS,63.55030059814453
41043,medium_airport,-13.0,AS,49.55739974975586
41044,medium_airport,2001.0,AS,46.7869987487793
41045,medium_airport,-35.0,AS,48.16360092163086
41046,small_airport,935.0,AS,46.35499954223633
41047,medium_airport,40.0,AS,50.20019912719727
41048,small_airport,1085.0,AS,45.424800872802734
41049,seaplane_base,10.0,AS,50.04669952392578
41050,medium_airport,1083.0,AS,46.3176
41051,small_airport,30.0,AS,48.8180007935
41052,medium_airport,2863.0,AS,45.45840072631836
41053,medium_airport,935.0,AS,47.7125
41054,small_airport,1279.0,AS,46.667221
41055,small_airport,49.0,AS,47.141899
41056,small_airport,230.0,OC,155.683333333
41057,small_airport,4416.0,AS,44.56460189819336
41058,small_airport,4836.0,AS,44.3372001648
41059,medium_airport,5000.0,AS,43.859298706100006
41060,medium_airport,2948.0,AS,44.465000152600005
41061,seaplane_base,2838.0,AS,44.3959007263
41062,small_airport,1240.0,EU,143.167048
41063,small_airport,696.0,AS,134.69500732422
41064,heliport,434.0,EU,134.6005
41065,small_airport,115.0,EU,133.5059
41066,small_airport,1100.0,EU,134.509293
41067,small_airport,20.0,AS,136.19000244140625
41068,small_airport,1686.0,EU,130.394
41069,small_airport,327.0,EU,135.645004
41070,small_airport,1349.81139720298,AS,133.3988037109375
41071,small_airport,1329.0,EU,111.044444
41072,small_airport,1349.81139720298,EU,142.727423
41073,small_airport,125.0,EU,144.51725
41074,small_airport,820.0,EU,118.644602
41075,small_airport,2241.0,AS,125.40899658203124
41076,small_airport,1349.81139720298,EU,129.991865
41077,medium_airport,325.0,AS,129.77099609375
41078,small_airport,1349.81139720298,EU,130.6071
41079,small_airport,1349.81139720298,EU,126.512203
41080,small_airport,1349.81139720298,EU,124.04779
41081,small_airport,1349.81139720298,EU,131.91988
41082,small_airport,1349.81139720298,EU,143.323603
41083,small_airport,1349.81139720298,EU,144.509096
41084,small_airport,1349.81139720298,EU,118.649383
41085,small_airport,1349.81139720298,EU,131.788731
41086,small_airport,1349.81139720298,EU,145.985126
41087,medium_airport,2812.0,AS,124.91400146484
41088,small_airport,1349.81139720298,EU,119.504728
41089,medium_airport,656.0,EU,143.261551
41090,small_airport,1349.81139720298,EU,152.575679
41091,small_airport,1349.81139720298,EU,125.54296
41092,small_airport,1349.81139720298,EU,125.985031
41093,medium_airport,577.0,EU,129.545288
41094,small_airport,1349.81139720298,EU,143.619676
41095,medium_airport,656.0,EU,120.471001
41096,small_airport,1349.81139720298,EU,125.255277
41097,small_airport,200.0,EU,127.42
41098,medium_airport,1805.0,EU,143.11500549316
41099,small_airport,561.0,EU,134.43499755859
41100,small_airport,1349.81139720298,EU,124.187007
41101,small_airport,411.0,AS,120.26916503906
41102,medium_airport,331.0,AS,122.7770004272461
41103,small_airport,394.0,EU,118.336998
41104,small_airport,1349.81139720298,EU,117.13872
41105,small_airport,452.0,AS,117.63500213623
41106,small_airport,333.0,EU,123.846388
41107,medium_airport,361.0,AS,121.69333648682
41108,small_airport,1349.81139720298,EU,117.597742
41109,small_airport,1349.81139720298,EU,119.780331
41110,small_airport,1349.81139720298,EU,119.851098
41111,small_airport,1349.81139720298,EU,122.430611
41112,small_airport,1349.81139720298,EU,135.146577
41113,small_airport,1349.81139720298,EU,135.308905
41114,small_airport,1349.81139720298,EU,133.089694
41115,small_airport,1940.0,EU,138.0313
41116,medium_airport,1059.3295871559633,AS,111.54650115967
41117,medium_airport,801.0,AS,114.825996399
41118,small_airport,847.0,EU,112.480003
41119,medium_airport,1660.0,AS,112.029998779
41120,medium_airport,1156.0,AS,114.03900146484376
41121,medium_airport,1059.3295871559633,EU,114.08000183105
41122,small_airport,610.0,EU,112.563004
41123,small_airport,26.0,EU,154.4552
41124,small_airport,1349.81139720298,EU,156.589766
41125,medium_airport,118.0,EU,146.231506
41126,small_airport,1349.81139720298,EU,153.362222
41127,medium_airport,60.0,EU,153.7364
41128,small_airport,1349.81139720298,EU,154.838862
41129,medium_airport,151.0,AS,147.90199279785156
41130,small_airport,1349.81139720298,EU,139.235833
41131,medium_airport,20.0,AS,161.33799743652344
41132,medium_airport,26.0,AS,128.90299987793
41133,medium_airport,140.0,AS,150.8889
41134,small_airport,1349.81139720298,EU,151.79625
41135,small_airport,1349.81139720298,EU,151.873798
41136,small_airport,1349.81139720298,EU,145.094419
41137,small_airport,1349.81139720298,EU,136.179271
41138,small_airport,1400.0,AS,130.5319
41139,small_airport,1349.81139720298,EU,121.334896
41140,small_airport,1349.81139720298,EU,147.073803
41141,small_airport,6200.0,AF,29.7197
41142,small_airport,3600.0,AF,29.6997
41143,small_airport,3820.0,AF,31.4417
41144,small_airport,3565.0,AF,32.4642
41145,small_airport,1349.81139720298,AF,30.969793
41146,small_airport,1349.81139720298,AF,33.379279
41147,small_airport,3140.0,AF,32.141871
41148,small_airport,3895.0,AF,34.396493
41149,small_airport,1349.81139720298,AF,30.93749
41150,small_airport,1349.81139720298,AF,30.747939
41151,small_airport,1349.81139720298,AF,31.094862
41152,small_airport,1349.81139720298,AF,31.342983
41153,small_airport,3250.0,AF,31.762762069702
41154,medium_airport,79.0,AS,40.5793
41155,medium_airport,1099.0,AS,45.95700073242188
41156,medium_airport,1305.0,AS,44.783199310302734
41157,medium_airport,1250.0,AS,44.9364013671875
41158,small_airport,384.0,AS,42.624698638916016
41159,medium_airport,1460.0,AS,45.030799865722656
41160,medium_airport,1795.0,AS,46.3672981262207
41161,small_airport,132.0,NA,-157.740005493
41162,medium_airport,1059.3295871559633,AS,45.6739997864
41163,medium_airport,223.0,AS,42.4826011658
41164,small_airport,1807.0,AS,44.566
41165,small_airport,4778.0,EU,42.749012
41166,small_airport,1349.81139720298,AS,44.714355
41167,medium_airport,105.0,AS,41.5997009277
41168,medium_airport,53.0,AS,41.1281013489
41169,seaplane_base,1624.0,AS,44.95470047
41170,small_airport,644.0,EU,167.952484
41171,heliport,32.0,EU,177.4629
41172,small_airport,52.0,EU,174.781866
41173,small_airport,131.0,EU,171.057887
41174,medium_airport,1059.3295871559633,AS,132.66000366210938
41175,small_airport,420.0,EU,130.0673
41176,medium_airport,638.0,AS,127.41200256347656
41177,small_airport,1349.81139720298,AS,127.0907974243164
41178,small_airport,1211.0,EU,125.794998
41179,small_airport,591.0,EU,128.9329
41180,small_airport,1070.0,EU,128.662691
41181,small_airport,1781.0,AS,132.9510040283203
41182,small_airport,600.0,AS,128.09832763671875
41183,small_airport,2001.0,EU,124.778999
41184,small_airport,1363.0,EU,128.455903
41185,small_airport,3.0,EU,-175.8494283
41186,small_airport,1199.0,EU,128.8577
41187,seaplane_base,244.0,AS,135.18800354004
41188,small_airport,93.0,EU,136.571033
41189,small_airport,262.0,EU,135.1529998779297
41190,small_airport,1349.81139720298,AS,135.28599548339844
41191,small_airport,1349.81139720298,AS,155.619003296
41192,medium_airport,1059.3295871559633,AS,135.4149932861328
41193,small_airport,1349.81139720298,EU,135.2209930419922
41194,medium_airport,89.0,AS,137.08099365234375
41195,medium_airport,659.0,AS,140.19309997558594
41196,medium_airport,92.0,AS,136.9340057373047
41197,medium_airport,768.0,AS,140.033996582
41198,medium_airport,194.0,EU,177.740997
41199,medium_airport,72.0,EU,-173.2429962158203
41200,small_airport,1349.81139720298,EU,-179.10769653320312
41201,medium_airport,1732.0,EU,155.7449951171875
41202,medium_airport,207.0,AS,160.54800415039062
41203,small_airport,20.0,EU,-179.3730010986328
41204,medium_airport,623.0,EU,166.139999
41205,small_airport,30.0,EU,-170.99667358398438
41206,medium_airport,574.0,AS,150.72000122070312
41207,small_airport,1349.81139720298,AS,160.5399932861328
41208,small_airport,1349.81139720298,EU,170.417007
41209,medium_airport,11.0,AS,170.59700012207
41210,small_airport,3.0,AS,179.29299926757812
41211,medium_airport,679.0,AS,152.4227752685547
41212,medium_airport,164.0,AS,150.9219970703125
41213,medium_airport,1059.3295871559633,AS,159.22999572753906
41214,small_airport,112.0,EU,-179.5
41215,small_airport,15.0,AS,138.0449
41216,small_airport,1349.81139720298,EU,140.448
41217,medium_airport,170.0,EU,140.649994
41218,small_airport,749.0,EU,142.3015
41219,medium_airport,1059.3295871559633,AS,143.05650329589844
41220,small_airport,10.0,AS,169.11000061035156
41221,small_airport,13.0,EU,163.0664
41222,small_airport,430.0,EU,158.72999572753906
41223,small_airport,1349.81139720298,EU,158.7209930419922
41224,small_airport,200.0,AS,162.68800354003906
41225,medium_airport,112.0,AS,159.88800048828125
41226,small_airport,410.0,AS,158.5485076904297
41227,medium_airport,131.0,AS,158.45399475097656
41228,small_airport,7.0,AS,166.0260009765625
41229,small_airport,1349.81139720298,EU,156.73500061035156
41230,small_airport,49.0,AS,166.04833984375
41231,small_airport,79.0,EU,147.621994
41232,small_airport,115.0,AS,142.88999939
41233,small_airport,387.0,EU,147.95549
41234,small_airport,50.0,EU,142.082993
41235,small_airport,584.0,AS,145.682998657
41236,small_airport,479.0,AS,142.761001587
41237,medium_airport,59.0,AS,142.71800231933594
41238,small_airport,10.0,EU,137.673568
41239,small_airport,131.0,EU,138.321703
41240,small_airport,1349.81139720298,EU,133.11500549316406
